filepath,label
dataset_fyp1\acne\acne-334_jpeg.rf.b432e959fcbd94bc4567a10a4aa9e780.jpg,acne
dataset_fyp1\acne\acne-336_jpeg.rf.51e16db2ee65d5b1300fd9db14e2ff1c.jpg,acne
dataset_fyp1\acne\acne-336_jpeg.rf.cc2e7b94610e566c652bc75229846c70.jpg,acne
dataset_fyp1\acne\acne-336_jpeg.rf.d7614515f7b36a7257add178b373e812.jpg,acne
dataset_fyp1\acne\acne-337_jpeg.rf.d8466fa49f89fb18f3bd152da42a71e5.jpg,acne
dataset_fyp1\acne\acne-339_jpeg.rf.89ead30b27764c9ff8f8b9c8fbd6d0d7.jpg,acne
dataset_fyp1\acne\acne-339_jpeg.rf.9da291f1d86c509cbf8aa00a3a6a0ea0.jpg,acne
dataset_fyp1\acne\acne-339_jpeg.rf.f36c32fba882a107b011b2c46bf12eef.jpg,acne
dataset_fyp1\acne\acne-33_jpeg.rf.5f883b1bb6eacef56d03175d54955561.jpg,acne
dataset_fyp1\acne\acne-340-_jpg.rf.5fbdc9e77983fa008413c8b835df3e2a.jpg,acne
dataset_fyp1\acne\acne-340_jpeg.rf.af9ce04eaa77297fe319b3cde9050f77.jpg,acne
dataset_fyp1\acne\acne-340_jpeg.rf.c2980243aa844e28b4cc19b02b723df9.jpg,acne
dataset_fyp1\acne\acne-340_jpeg.rf.d4372441a50c0e449cf86fa871611b33.jpg,acne
dataset_fyp1\acne\acne-341_jpeg.rf.1210ec15ceba29fde6938260be20388a.jpg,acne
dataset_fyp1\acne\acne-341_jpeg.rf.4cb410fa46618338d9e935597ba6ad44.jpg,acne
dataset_fyp1\acne\acne-341_jpeg.rf.78cdff7ab2de2e37502eb5b412ebec9d.jpg,acne
dataset_fyp1\acne\acne-342_jpeg.rf.19517a7364089a0dc5d54bac00d9aba3.jpg,acne
dataset_fyp1\acne\acne-342_jpeg.rf.43983d45ed089d5aa6259bd8a75c8843.jpg,acne
dataset_fyp1\acne\acne-342_jpeg.rf.5249295520380096454ecc28c2fbab82.jpg,acne
dataset_fyp1\acne\acne-343_jpeg.rf.897705a3f7a11ef2e9cd8c29759c4ef9.jpg,acne
dataset_fyp1\acne\acne-343_jpeg.rf.b5da5bc6a8466e5838fbf838a63bb924.jpg,acne
dataset_fyp1\acne\acne-343_jpeg.rf.c85522764d47047f7affd2a3b0af4232.jpg,acne
dataset_fyp1\acne\acne-344-_jpg.rf.2ee06344dfed25123e296b51a973ac15.jpg,acne
dataset_fyp1\acne\acne-344_jpeg.rf.580e6a0e454cf49479d15b0ae2e3db00.jpg,acne
dataset_fyp1\acne\acne-344_jpeg.rf.b2452461f2e18c63e0f8ece22f7b3756.jpg,acne
dataset_fyp1\acne\acne-345_jpeg.rf.002b6d9c99b9d10198b110273259bb49.jpg,acne
dataset_fyp1\acne\acne-345_jpeg.rf.22014dcf795bae3cc2c179a784d8d03f.jpg,acne
dataset_fyp1\acne\acne-345_jpeg.rf.f59e715bacab2b4767e16e45c013017b.jpg,acne
dataset_fyp1\acne\acne-346_jpeg.rf.7f6664cf705339001d9b41d67ba7c719.jpg,acne
dataset_fyp1\acne\acne-346_jpeg.rf.c0c737144ba0f304ed14761968343e9f.jpg,acne
dataset_fyp1\acne\acne-346_jpeg.rf.cbaa650f00e504b096a8473f93c6468e.jpg,acne
dataset_fyp1\acne\acne-34_jpeg.rf.02b170dadf4cc50c7baf382e583e0a1c.jpg,acne
dataset_fyp1\acne\acne-34_jpeg.rf.d085cdfb42ef1e9e0d0ca356ae1346da.jpg,acne
dataset_fyp1\acne\acne-34_jpeg.rf.f9243484168f8c7fa6ecb6b210f268e9.jpg,acne
dataset_fyp1\acne\acne-352_jpeg.rf.5ba32bd220a14e6891977c4037ff03a4.jpg,acne
dataset_fyp1\acne\acne-353_jpeg.rf.625e559765bb0d76851d3f9e43bfa1d4.jpg,acne
dataset_fyp1\acne\acne-353_jpeg.rf.943e3a0e966f544a1f134bf29987a8af.jpg,acne
dataset_fyp1\acne\acne-353_jpeg.rf.edc35d597e58e570a2e3d663f4fab978.jpg,acne
dataset_fyp1\acne\acne-354-_jpeg_jpg.rf.3035ab84f43d0cee069af9e336a781e5.jpg,acne
dataset_fyp1\acne\acne-354_jpeg.rf.291540ec681427f8fe6ba4297d2908cc.jpg,acne
dataset_fyp1\acne\acne-354_jpeg.rf.731f027a45c6991d93d449116b814235.jpg,acne
dataset_fyp1\acne\acne-354_jpeg.rf.d19c094c725f0a1facba4f773d312cb2.jpg,acne
dataset_fyp1\acne\acne-355_jpeg.rf.a407ad30612ee0eea150efed8772694d.jpg,acne
dataset_fyp1\acne\acne-356_jpeg.rf.5e4c20d1a3d6be4e876cc7e815fe2602.jpg,acne
dataset_fyp1\acne\acne-356_jpeg.rf.c5a00c8f947192ac42359b2f4a3f9a77.jpg,acne
dataset_fyp1\acne\acne-356_jpeg.rf.fa2076a41a23a162052ab9224e5a9ebd.jpg,acne
dataset_fyp1\acne\acne-357_jpeg.rf.2adf3a34d410d5882fbf70ca84b0e7d9.jpg,acne
dataset_fyp1\acne\acne-357_jpeg.rf.b3f4ff3704e5b2094016b11414bc810c.jpg,acne
dataset_fyp1\acne\acne-357_jpeg.rf.d1d86e145a090a3f4d28ea3ac43b9c7d.jpg,acne
dataset_fyp1\acne\acne-35_jpeg.rf.873fbd0bd8c09cc8a0f9282f08ba1725.jpg,acne
dataset_fyp1\acne\acne-360_jpeg.rf.27ace4684843a0688aaecc8f6ca6a610.jpg,acne
dataset_fyp1\acne\acne-360_jpeg.rf.97c5aeaafafd3e572e30a626610d740e.jpg,acne
dataset_fyp1\acne\acne-361_jpeg.rf.1cade253a8aa63ca4fecbd580be1319f.jpg,acne
dataset_fyp1\acne\acne-361_jpeg.rf.aaa6535bc46e0c26197cfe4c51677388.jpg,acne
dataset_fyp1\acne\acne-361_jpeg.rf.cd9b17ea87f1fe36e9645dcfa026ae14.jpg,acne
dataset_fyp1\acne\acne-363_jpeg.rf.0c5af213756448958464517dac64be5f.jpg,acne
dataset_fyp1\acne\acne-364_jpeg.rf.a341450b7e3d3acd62aedb85a1848dab.jpg,acne
dataset_fyp1\acne\acne-364_jpeg.rf.b7333e26e44e3ddcdd88e9ecc59978a0.jpg,acne
dataset_fyp1\acne\acne-364_jpeg.rf.c2863356b7847488b64a67e07eaf3454.jpg,acne
dataset_fyp1\acne\acne-365_jpeg.rf.10ae61ddb2eeac85cf9d66f68a66d18b.jpg,acne
dataset_fyp1\acne\acne-365_jpeg.rf.188e94b58976329aac72248d90241590.jpg,acne
dataset_fyp1\acne\acne-365_jpeg.rf.2427915dd60077bf47867e7c15da8fd2.jpg,acne
dataset_fyp1\acne\acne-366_jpeg.rf.21d4e73c4485e67d84fe19d9ea9a8470.jpg,acne
dataset_fyp1\acne\acne-366_jpeg.rf.2ef4dd175cc9cfb53d83d11aa1a0c0f8.jpg,acne
dataset_fyp1\acne\acne-366_jpeg.rf.d1a229459b6517204bb697e05b485f0c.jpg,acne
dataset_fyp1\acne\acne-367-_jpg.rf.62aab20fa7250d6508b3c93a0482225b.jpg,acne
dataset_fyp1\acne\acne-367_jpeg.rf.0256023f81edf9a88db31978ece3be48.jpg,acne
dataset_fyp1\acne\acne-367_jpeg.rf.4f0b1a39330651e6d704ae0dbde2216a.jpg,acne
dataset_fyp1\acne\acne-367_jpeg.rf.7b7f404f68052dd966b7596480bcc2a3.jpg,acne
dataset_fyp1\acne\acne-368_jpeg.rf.0375c66d41b108dfaf27d36b7df29e06.jpg,acne
dataset_fyp1\acne\acne-368_jpeg.rf.4da0925effde916e57f433c8ceb39301.jpg,acne
dataset_fyp1\acne\acne-368_jpeg.rf.9b2d89d85c9c49bbaf1a3e6bdca6ae32.jpg,acne
dataset_fyp1\acne\acne-369_jpeg.rf.86b958fd5657d652169f3714ad97e608.jpg,acne
dataset_fyp1\acne\acne-369_jpeg.rf.9d16afa9ca997abc262d4fc53453d333.jpg,acne
dataset_fyp1\acne\acne-369_jpeg.rf.c2ff2e67d05d05952f4a40350f6ad3d0.jpg,acne
dataset_fyp1\acne\acne-36_jpeg.rf.4efdf2eaba4f4948913d0c7fc3884020.jpg,acne
dataset_fyp1\acne\acne-36_jpeg.rf.51cfb97155eea90115dbdb6dce03f79e.jpg,acne
dataset_fyp1\acne\acne-36_jpeg.rf.e6b1128ff2ada48b5247b7b83ce997e0.jpg,acne
dataset_fyp1\acne\acne-37-_jpeg_jpg.rf.ea52d9be39c1dd28cf132de82e4f1750.jpg,acne
dataset_fyp1\acne\acne-370_jpeg.rf.a774873f1db723d298598b08cfc47315.jpg,acne
dataset_fyp1\acne\acne-371_jpeg.rf.363bbc85d736aae294e6a79d7cd55ab4.jpg,acne
dataset_fyp1\acne\acne-371_jpeg.rf.aa86106fe5f4e3d64215502ad691ca30.jpg,acne
dataset_fyp1\acne\acne-371_jpeg.rf.c0c4d138c3773c1b5a6851993d716e86.jpg,acne
dataset_fyp1\acne\acne-372-_jpg.rf.076a4dd87d1a32a79354f259a0f0740e.jpg,acne
dataset_fyp1\acne\acne-372_jpeg.rf.26906e49c0b19ece96085c3c8afc6bea.jpg,acne
dataset_fyp1\acne\acne-372_jpeg.rf.8b720e3b82782272e18eab66f6dc2d32.jpg,acne
dataset_fyp1\acne\acne-372_jpeg.rf.f214dd2d34d52a467b0b217061c7aba4.jpg,acne
dataset_fyp1\acne\acne-373_jpeg.rf.fd792665746bf19c7deebc4d5a166e27.jpg,acne
dataset_fyp1\acne\acne-374_jpeg.rf.56ed2601d7139e2d658aa201bde21116.jpg,acne
dataset_fyp1\acne\acne-374_jpeg.rf.8546e29127212242b6e5e7650390bd1e.jpg,acne
dataset_fyp1\acne\acne-374_jpeg.rf.9a7d17e0551efd45d5c0c0307d8e398f.jpg,acne
dataset_fyp1\acne\acne-375_jpeg.rf.77366ff6701d154088facaea479be255.jpg,acne
dataset_fyp1\acne\acne-375_jpeg.rf.9a09a23ae1d8e9426e9379e4d9ed1766.jpg,acne
dataset_fyp1\acne\acne-375_jpeg.rf.c54ccc9b0eb4117e004983c0698b3b03.jpg,acne
dataset_fyp1\acne\acne-376_jpeg.rf.7dbf19a32e30877ef3748eb9a80f6cfd.jpg,acne
dataset_fyp1\acne\acne-376_jpeg.rf.8f41eb02e99d94c7e498a1cd0bdbd44c.jpg,acne
dataset_fyp1\acne\acne-376_jpeg.rf.b9142ebd06a87987fde4b24845324332.jpg,acne
dataset_fyp1\acne\acne-377_jpeg.rf.09c3859ff50d3f864f8eed5ce8fff6b8.jpg,acne
dataset_fyp1\acne\acne-377_jpeg.rf.aa0d6fc1d052d267086e063af8d7440b.jpg,acne
dataset_fyp1\acne\acne-377_jpeg.rf.e2fbe6bd44370d9c27efb5f0c4fe6d43.jpg,acne
dataset_fyp1\acne\acne-378_jpeg.rf.2ced61875bc16008549fa48ac957ba18.jpg,acne
dataset_fyp1\acne\acne-378_jpeg.rf.779acc985a7b82aef9e0d51d158bd4b9.jpg,acne
dataset_fyp1\acne\acne-378_jpeg.rf.d98df002d2683a7c5cc5bb6a1fad32ec.jpg,acne
dataset_fyp1\acne\acne-379_jpeg.rf.15ab7bab8764a1deb304f2b054d207df.jpg,acne
dataset_fyp1\acne\acne-379_jpeg.rf.5eb351535b33612163f5c3adff327af8.jpg,acne
dataset_fyp1\acne\acne-379_jpeg.rf.c2e327c9b280b90da81f13c757f6a8f5.jpg,acne
dataset_fyp1\acne\acne-380_jpeg.rf.4e088c1e0484bfd28ea8f858e2d66a71.jpg,acne
dataset_fyp1\acne\acne-381_jpeg.rf.1aaeb5f712aa2284561ed8faae0b8bf4.jpg,acne
dataset_fyp1\acne\acne-381_jpeg.rf.ddafcb075cc9e3972b3f8d58535cca4b.jpg,acne
dataset_fyp1\acne\acne-381_jpeg.rf.f0bca72fdfd13c94a3940faf9e406fbf.jpg,acne
dataset_fyp1\acne\acne-382_jpeg.rf.985f679f84865a9fb015f6a23afc0184.jpg,acne
dataset_fyp1\acne\acne-382_jpeg.rf.aa3f9daabdc54d8e1aac724ac544591e.jpg,acne
dataset_fyp1\acne\acne-382_jpeg.rf.db55dbac46a156f1390e1bdd893ba56f.jpg,acne
dataset_fyp1\acne\acne-383_jpeg.rf.2fc9945d27a400e8b16b39f3a3abbb4f.jpg,acne
dataset_fyp1\acne\acne-383_jpeg.rf.315b9bc6b3197a159656043ddfbee731.jpg,acne
dataset_fyp1\acne\acne-383_jpeg.rf.5b5a6967d91a126d7adb9a60119c7588.jpg,acne
dataset_fyp1\acne\acne-384_jpeg.rf.99fb93bf0634aca34cad28d7c21398c1.jpg,acne
dataset_fyp1\acne\acne-384_jpeg.rf.9df376fbf19e3858685ee339291b6138.jpg,acne
dataset_fyp1\acne\acne-384_jpeg.rf.ec3231c38efb89c5d97f2acbd9cbcbc5.jpg,acne
dataset_fyp1\acne\acne-385_jpeg.rf.194b8fc89123b19866804286f91caff9.jpg,acne
dataset_fyp1\acne\acne-385_jpeg.rf.d5d01a898e065e15b4cd58ba3bcb2ef0.jpg,acne
dataset_fyp1\acne\acne-385_jpeg.rf.e1a34318a73237f196396303f2a49d59.jpg,acne
dataset_fyp1\acne\acne-386_jpeg.rf.391340962432958139ed9931c55dbe75.jpg,acne
dataset_fyp1\acne\acne-386_jpeg.rf.82c66c8594d3390a39652de3fa53d6ea.jpg,acne
dataset_fyp1\acne\acne-386_jpeg.rf.91769001c38658738afb1f0867bfd4e6.jpg,acne
dataset_fyp1\acne\acne-387-_jpeg_jpg.rf.bf1c63bab8163f757b2dee249c0fe922.jpg,acne
dataset_fyp1\acne\acne-387_jpeg.rf.6d4869774d927eefd56a755e0963e417.jpg,acne
dataset_fyp1\acne\acne-387_jpeg.rf.c0a3072b5a1f185562e803f4c5da9e1b.jpg,acne
dataset_fyp1\acne\acne-387_jpeg.rf.ef8e3aa81ad00bf7693e4f54276afe01.jpg,acne
dataset_fyp1\acne\acne-388_jpeg.rf.00a70fe529d06c6ea14df96abd46ed6d.jpg,acne
dataset_fyp1\acne\acne-388_jpeg.rf.5ba4c31a95781b26c1a48dc7e5982ef5.jpg,acne
dataset_fyp1\acne\acne-388_jpeg.rf.b0b73e88c7e3f7ac1459b0fc341d05b1.jpg,acne
dataset_fyp1\acne\acne-389_jpeg.rf.ab217fe1f261ae90befc002ba47247b3.jpg,acne
dataset_fyp1\acne\acne-390_jpeg.rf.3ba3ce0a3b71be501538e232e95d11a1.jpg,acne
dataset_fyp1\acne\acne-390_jpeg.rf.e10fc9bdc6c44c3fd81c97839dec6e6e.jpg,acne
dataset_fyp1\acne\acne-390_jpeg.rf.f87f3bff712355e1c36e45f4eeec197a.jpg,acne
dataset_fyp1\acne\acne-391_jpeg.rf.0574e9486dfd815a8721c013009643c4.jpg,acne
dataset_fyp1\acne\acne-391_jpeg.rf.73e446195045724a71326dbc90e5af2e.jpg,acne
dataset_fyp1\acne\acne-391_jpeg.rf.ccb0dda0db38d2c500f431d03c026535.jpg,acne
dataset_fyp1\acne\acne-392_jpeg.rf.0f1a6008b1cd953c23c148dc76e301b9.jpg,acne
dataset_fyp1\acne\acne-392_jpeg.rf.62dc248594532563b138685db37457e3.jpg,acne
dataset_fyp1\acne\acne-392_jpeg.rf.8b104cd68b0713735fc8cc2920f3c171.jpg,acne
dataset_fyp1\acne\acne-393_jpeg.rf.6e6398a10d41e29b78b290318af07fc3.jpg,acne
dataset_fyp1\acne\acne-393_jpeg.rf.aa0cd382b0657a0da99569093d75a81b.jpg,acne
dataset_fyp1\acne\acne-393_jpeg.rf.e22909f613d8c62bae6d1a9330ef4e95.jpg,acne
dataset_fyp1\acne\acne-394_jpeg.rf.6f9376793548ea02948af09cbccd5bd9.jpg,acne
dataset_fyp1\acne\acne-394_jpeg.rf.7977adb991f0f71c6a70d27d84c70acd.jpg,acne
dataset_fyp1\acne\acne-394_jpeg.rf.ff80d118ac89d5c1a63726e73abd80ab.jpg,acne
dataset_fyp1\acne\acne-395-_jpeg_jpg.rf.09d841fa34312fb36c7df59dda49be47.jpg,acne
dataset_fyp1\acne\acne-395_jpeg.rf.8e488b38e5e5576a3ea1f0302d47da3a.jpg,acne
dataset_fyp1\acne\acne-395_jpeg.rf.a49c2366bd09e30b12904dfd64ba25a0.jpg,acne
dataset_fyp1\acne\acne-395_jpeg.rf.c84eced7d0c4f1ef1da0ae42af49a29b.jpg,acne
dataset_fyp1\acne\acne-397_jpeg.rf.135d00f347de4a3dc53439a1b743cab0.jpg,acne
dataset_fyp1\acne\acne-397_jpeg.rf.2cd37a7d64d4ed004840a13cf5dcd3ae.jpg,acne
dataset_fyp1\acne\acne-397_jpeg.rf.d234e389ecadbff5554b4b8aa6ebe768.jpg,acne
dataset_fyp1\acne\acne-398_jpeg.rf.505688f4b1f661eb1abef3ff962bc016.jpg,acne
dataset_fyp1\acne\acne-398_jpeg.rf.643fe2e633c0c27d4ef47df2d3e35167.jpg,acne
dataset_fyp1\acne\acne-398_jpeg.rf.808d1696055919e2d6214cbc66da18e3.jpg,acne
dataset_fyp1\acne\acne-399_jpeg.rf.1986fbdd6d6494360d60421a47ca8536.jpg,acne
dataset_fyp1\acne\acne-399_jpeg.rf.612e86dcb97d84f3808e22c1d73a8822.jpg,acne
dataset_fyp1\acne\acne-399_jpeg.rf.aa45a6ad4a79d4c3da26f62b83b77ea1.jpg,acne
dataset_fyp1\acne\acne-4-_jpeg_jpg.rf.09ea5e033a15f88f97b5685d8074fb03.jpg,acne
dataset_fyp1\acne\acne-400_jpeg.rf.17f5bed14cb1f3577987b13e9cc02d59.jpg,acne
dataset_fyp1\acne\acne-400_jpeg.rf.6f6ceef01f7c3692c9aeaeb87166c0f9.jpg,acne
dataset_fyp1\acne\acne-400_jpeg.rf.8a5527f5b1873dd19b02c29dd9e693a3.jpg,acne
dataset_fyp1\acne\acne-401-_jpeg_jpg.rf.2f56c98b0dbf07f2bd11910f73d91d6b.jpg,acne
dataset_fyp1\acne\acne-401_jpeg.rf.530742a0a7770a493dbcdf6c5ce16fe1.jpg,acne
dataset_fyp1\acne\acne-401_jpeg.rf.82350b1230bd73cb7c58a25b02c71625.jpg,acne
dataset_fyp1\acne\acne-401_jpeg.rf.a3908ee69841a054d6c166d5fa018ff1.jpg,acne
dataset_fyp1\acne\acne-402_jpeg.rf.4d11bc7c1dc032855852dae4165b697f.jpg,acne
dataset_fyp1\acne\acne-402_jpeg.rf.506c2cd50fa906b41ac80f9dbbe5618e.jpg,acne
dataset_fyp1\acne\acne-402_jpeg.rf.6b9c991d6ae6983c8477efdac6e0a53a.jpg,acne
dataset_fyp1\acne\acne-403_jpeg.rf.137e5a1d3dfbfc106e99aaa5e8368891.jpg,acne
dataset_fyp1\acne\acne-403_jpeg.rf.43f7da9f9d69ae4ada3c909640b7ebf8.jpg,acne
dataset_fyp1\acne\acne-403_jpeg.rf.dc0fa68daf6ab1520af807ea9d7f62ec.jpg,acne
dataset_fyp1\acne\acne-404_jpeg.rf.120f5acce0b15ea040f6e1a6f8a16dd5.jpg,acne
dataset_fyp1\acne\acne-405_jpeg.rf.3c0894066212ba42330649c242e0508b.jpg,acne
dataset_fyp1\acne\acne-405_jpeg.rf.5927cc2573154ea6a64e8e181aece8e8.jpg,acne
dataset_fyp1\acne\acne-405_jpeg.rf.7a67cd6a34f7a9012adfa87d4727f3a1.jpg,acne
dataset_fyp1\acne\acne-406-_jpeg_jpg.rf.91d5b0d05e1714e182fea4f666eed4fa.jpg,acne
dataset_fyp1\acne\acne-406_jpeg.rf.046be6251368f2122cac81637d5e0603.jpg,acne
dataset_fyp1\acne\acne-406_jpeg.rf.0d510f52400fbe7e5d13472db0f051f5.jpg,acne
dataset_fyp1\acne\acne-406_jpeg.rf.8614cb6779208ea080fb9369c56b6a16.jpg,acne
dataset_fyp1\acne\acne-407_jpeg.rf.5604336c78d700604ccee404912ed721.jpg,acne
dataset_fyp1\acne\acne-408_jpeg.rf.83a16019cae0dad54bbadd1e63e863f5.jpg,acne
dataset_fyp1\acne\acne-408_jpeg.rf.9e83a95814251aa25b03bdd121fc63e1.jpg,acne
dataset_fyp1\acne\acne-408_jpeg.rf.d272a99439c261a332732dcf882a40ee.jpg,acne
dataset_fyp1\acne\acne-409_jpeg.rf.60942100639bfe3294a969b6f1687e60.jpg,acne
dataset_fyp1\acne\acne-409_jpeg.rf.6c849b9ab9d249335ef9982f47be98b6.jpg,acne
dataset_fyp1\acne\acne-409_jpeg.rf.de36768b426b2176e489c7bc3ad974cb.jpg,acne
dataset_fyp1\acne\acne-41-_jpeg_jpg.rf.5ce245e62b3eba18b6f0adb860200eb1.jpg,acne
dataset_fyp1\acne\acne-410_jpeg.rf.166675b190d3d9d7e19084e675cd6a0b.jpg,acne
dataset_fyp1\acne\acne-410_jpeg.rf.37ffe2355a639dec42916f056b306826.jpg,acne
dataset_fyp1\acne\acne-410_jpeg.rf.caced8b70846cbfe696a0a075af50549.jpg,acne
dataset_fyp1\acne\acne-411_jpeg.rf.4aa1cacc5b7ed8a3130d134336d83080.jpg,acne
dataset_fyp1\acne\acne-411_jpeg.rf.7d019ce4b6775c6e3b91b618dcc6b7ec.jpg,acne
dataset_fyp1\acne\acne-411_jpeg.rf.a862c397f8142672533ee2bdf117a748.jpg,acne
dataset_fyp1\acne\acne-412_jpeg.rf.3d70c0bfec74e985db5dc829ffc4c69a.jpg,acne
dataset_fyp1\acne\acne-412_jpeg.rf.63c28862cc0cce70f243bd58d887b69b.jpg,acne
dataset_fyp1\acne\acne-412_jpeg.rf.dbb3259893ec5ad43a9dcf0266aae515.jpg,acne
dataset_fyp1\acne\acne-413_jpeg.rf.1daf1fe138da68a4f08a94d1cefb27b9.jpg,acne
dataset_fyp1\acne\acne-413_jpeg.rf.6ef8475c0f6bce6817a636453b783f48.jpg,acne
dataset_fyp1\acne\acne-413_jpeg.rf.ab61e2dbd0045c08b528d4bf76fb88ca.jpg,acne
dataset_fyp1\acne\acne-414_jpeg.rf.71827a785203417d1653d0483f51b99d.jpg,acne
dataset_fyp1\acne\acne-414_jpeg.rf.7a84ee4e9da558c2e0292a6c5398c211.jpg,acne
dataset_fyp1\acne\acne-414_jpeg.rf.88b35b1d8242020ac040642e54a44127.jpg,acne
dataset_fyp1\acne\acne-415_jpeg.rf.05c9e8697889c3a2f3485c7071c3750f.jpg,acne
dataset_fyp1\acne\acne-415_jpeg.rf.3cb0a68f9f428b1dd3d08c3b62a0ddb6.jpg,acne
dataset_fyp1\acne\acne-415_jpeg.rf.863c0b4959a108b7e4c536518ffea261.jpg,acne
dataset_fyp1\acne\acne-416_jpeg.rf.58165474fa5b984361eb851426671d1c.jpg,acne
dataset_fyp1\acne\acne-416_jpeg.rf.b4487ce29c14c65f263e00dd7d01c99f.jpg,acne
dataset_fyp1\acne\acne-416_jpeg.rf.d5ba37365bb40265d4702b5d70c716d1.jpg,acne
dataset_fyp1\acne\acne-418_jpeg.rf.8c366e283cf5fe69ce8ec5416983f1ba.jpg,acne
dataset_fyp1\acne\acne-418_jpeg.rf.9e0fb71ff475a35be628c485674844af.jpg,acne
dataset_fyp1\acne\acne-418_jpeg.rf.babdb73015373233846d99bc65d93a97.jpg,acne
dataset_fyp1\acne\acne-419_jpeg.rf.22e2e44393ce5049c1163fcb407ce2c0.jpg,acne
dataset_fyp1\acne\acne-419_jpeg.rf.6d16351fad44830bb43a170a6d11a152.jpg,acne
dataset_fyp1\acne\acne-419_jpeg.rf.8c086224dd459289ac6d873326f94c81.jpg,acne
dataset_fyp1\acne\acne-41_jpeg.rf.0a5af3c72cbda564daf5fa35de6f9c3d.jpg,acne
dataset_fyp1\acne\acne-41_jpeg.rf.fd599c1d4532e89b3aa4847093e7183b.jpg,acne
dataset_fyp1\acne\acne-41_jpeg.rf.fecc9ecbd5f31afb770a6dd1f2d22756.jpg,acne
dataset_fyp1\acne\acne-421_jpeg.rf.44ea91770555c25240d95db7a5a4c054.jpg,acne
dataset_fyp1\acne\acne-421_jpeg.rf.80cd99aebc7819b2fbd8da4997c305c8.jpg,acne
dataset_fyp1\acne\acne-421_jpeg.rf.fd897905e2eed90fa51a98955b6f1aef.jpg,acne
dataset_fyp1\acne\acne-422_jpeg.rf.c90a75e149931778d9c643273737df59.jpg,acne
dataset_fyp1\acne\acne-423_jpeg.rf.12ace9ed601c657e03d589552513381f.jpg,acne
dataset_fyp1\acne\acne-423_jpeg.rf.3e941f6d0ee02a2ef7d2cce78ad7ad1d.jpg,acne
dataset_fyp1\acne\acne-423_jpeg.rf.4eb7b5df4ad75115bf9f463d8a74a675.jpg,acne
dataset_fyp1\acne\acne-425_jpeg.rf.2e6f60571679aa98c5e34bfde3524c08.jpg,acne
dataset_fyp1\acne\acne-425_jpeg.rf.a75481672426a9921005da4e3c94847e.jpg,acne
dataset_fyp1\acne\acne-425_jpeg.rf.aa082445f392b37d4cf968080fc451a3.jpg,acne
dataset_fyp1\acne\acne-426_jpeg.rf.32f7d6eb515c5f5ec7fe0e5bd07bfbc3.jpg,acne
dataset_fyp1\acne\acne-426_jpeg.rf.43beb99a3d900dd220cdddbeeb87adf1.jpg,acne
dataset_fyp1\acne\acne-426_jpeg.rf.c6cf511ebfc862bf24a087df1ac10bfd.jpg,acne
dataset_fyp1\acne\acne-427_jpeg.rf.2da783e959b0fa739da2747fcddad57b.jpg,acne
dataset_fyp1\acne\acne-427_jpeg.rf.33dfe8c24bba32680676375b9ab21758.jpg,acne
dataset_fyp1\acne\acne-427_jpeg.rf.f1aec5024b10be1da7f19132dc2f333d.jpg,acne
dataset_fyp1\acne\acne-428_jpeg.rf.1898c119b4a900ea95fc2e1f61f63633.jpg,acne
dataset_fyp1\acne\acne-428_jpeg.rf.6bcda835356ebdd45db844bedf582937.jpg,acne
dataset_fyp1\acne\acne-428_jpeg.rf.d5027004ee479bc1f0fa6f0ed953b254.jpg,acne
dataset_fyp1\acne\acne-429_jpeg.rf.07d3876e4906567c86e04d02a8fd5430.jpg,acne
dataset_fyp1\acne\acne-429_jpeg.rf.d90e994f0e6b570071ecb7ea7c1665a1.jpg,acne
dataset_fyp1\acne\acne-429_jpeg.rf.de91db9b06b86077a563bc6bfcac3bd9.jpg,acne
dataset_fyp1\acne\acne-42_jpeg.rf.922e1ad2015d0b38de6725dfa26aa056.jpg,acne
dataset_fyp1\acne\acne-430_jpeg.rf.060bf1e5e68a338a3c3257f61533d42d.jpg,acne
dataset_fyp1\acne\acne-431_jpeg.rf.55d9d8dba088d4ed41257ebd578f1cbd.jpg,acne
dataset_fyp1\acne\acne-431_jpeg.rf.730f40513562fc09b465662c3682c322.jpg,acne
dataset_fyp1\acne\acne-431_jpeg.rf.b6af8da016d65c420d4d43ccc19921f8.jpg,acne
dataset_fyp1\acne\acne-432_jpeg.rf.ce392bcdec15d58d1616de4db76bdbd4.jpg,acne
dataset_fyp1\acne\acne-434_jpeg.rf.4ec27684c5e305eba0542a73f4e7e9e1.jpg,acne
dataset_fyp1\acne\acne-435_jpeg.rf.25b6a8e1d564205acd5a72693c2ae356.jpg,acne
dataset_fyp1\acne\acne-435_jpeg.rf.51be96ecdcc5a997a065b54e79992003.jpg,acne
dataset_fyp1\acne\acne-435_jpeg.rf.6949c57f3f1009e7126f92202408ad33.jpg,acne
dataset_fyp1\acne\acne-436_jpeg.rf.5081a57d9c48e608347afff4b798183d.jpg,acne
dataset_fyp1\acne\acne-436_jpeg.rf.da0a6c94fc959f7b274efd39aff66b86.jpg,acne
dataset_fyp1\acne\acne-436_jpeg.rf.ec3a421adc32e6d1ea2ebfecae40cad1.jpg,acne
dataset_fyp1\acne\acne-438_jpeg.rf.d6c4182d7db62c91edd02d5eb0e91e3f.jpg,acne
dataset_fyp1\acne\acne-439-_jpg.rf.5fa6a31c2b3de7b10d8f18117244b30a.jpg,acne
